profile_id,year,id,wtssps,age,sex,racecen1,hispanic,degree,income16,hompop,class,region,srcbelt,partyid,polviews,relig,reborn,reliten,consci
p00137,2018,1845,2.4688648537451194,85,male,black or african american,not hispanic,graduate,"$40,000 to $49,999",2,middle class,south,"other urban (counties having towns of 10,000 or more)",strong democrat,"moderate, middle of the road",protestant,yes,strong,only some
p00138,2021,247,1.4127448313090536,42,female,black or african american,cuban,high school,"$1,000 to $2,999",3,working class,south,central city of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",none,yes,not available in this year,only some
p00139,2024,736,1.1002717847900971,52,female,white,not hispanic,graduate,"$130,000 to $149,999",NA,working class,south,not available in this year,strong republican,slightly conservative,catholic,yes,NA,only some
p00140,2018,75,1.4406530049375204,21,male,white,not hispanic,high school,"$90,000 to $109,999",4,middle class,northeast,suburbs of 12 largest smsas,other party,liberal,none,no,no religion,a great deal
p00141,2018,1239,0.6373725687758797,36,male,asian,not hispanic,high school,"$110,000 to $129,999",1,middle class,south,central city of the remainder of the 100 largest smsas,not very strong republican,slightly conservative,none,no,no religion,only some
p00142,2022,82,2.1825399111152404,22,female,black or african american,not hispanic,high school,"$30,000 to $34,999",4,working class,northeast,suburbs of 12 largest smsas,"independent, close to democrat",liberal,none,yes,no religion,a great deal
p00143,2021,1059,1.4326272978279884,46,female,white,not hispanic,high school,"$1,000 to $2,999",2,lower class,northeast,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",none,no,not available in this year,only some
p00144,2022,3493,0.9571883971324388,66,female,white,not hispanic,less than high school,"$130,000 to $149,999",NA,middle class,south,"other rural (counties having no towns of 10,000 or more)",strong republican,extremely conservative,protestant,yes,NA,hardly any
p00145,2022,1130,0.48239542572521793,72,male,white,not hispanic,bachelor's,"$130,000 to $149,999",2,middle class,midwest,suburbs of 12 largest smsas,not very strong democrat,liberal,catholic,no,strong,NA
p00146,2022,698,4.800254834442159,39,female,asian,not hispanic,high school,"$130,000 to $149,999",3,middle class,west,suburbs of 12 largest smsas,"independent (neither, no response)",slightly liberal,buddhism,no,not very strong,only some
p00147,2021,3554,3.1794888252677596,37,female,black or african american,not hispanic,high school,"$50,000 to $59,999",3,working class,northeast,central city of 12 largest smsas,not very strong democrat,liberal,protestant,yes,not available in this year,only some
p00148,2018,41,0.7190676252677268,65,female,white,not hispanic,high school,"$12,500 to $14,999",1,lower class,northeast,suburbs of 12 largest smsas,strong democrat,slightly liberal,none,yes,no religion,only some
p00149,2022,3366,0.905937643367561,50,male,white,not hispanic,high school,"$60,000 to $74,999",NA,lower class,midwest,"other urban (counties having towns of 10,000 or more)",not very strong democrat,liberal,catholic,no,NA,a great deal
p00150,2022,1694,5.362868505538734,64,male,white,not hispanic,high school,"$75,000 to $89,999",NA,working class,midwest,central city of the remainder of the 100 largest smsas,strong republican,extremely conservative,catholic,no,NA,NA
p00151,2022,1254,3.226598978502345,58,male,hispanic,"mexican, mexican american, chicano/a",less than high school,"$150,000 to $169,999",NA,middle class,west,central city of the remainder of the 100 largest smsas,not very strong democrat,slightly conservative,catholic,no,not very strong,a great deal
p00152,2018,1345,4.170188435554052,47,female,white,not hispanic,high school,"$60,000 to $74,999",3,middle class,south,"other rural (counties having no towns of 10,000 or more)",not very strong republican,slightly liberal,catholic,no,strong,NA
p00153,2022,2527,0.2636714951879263,36,male,white,not hispanic,high school,"$22,500 to $24,999",1,working class,south,suburbs of the remaining 100 largest smsas,strong republican,conservative,christian,yes,NA,NA
p00154,2018,1087,0.8981408205374248,71,female,white,"mexican, mexican american, chicano/a",high school,"$60,000 to $74,999",2,middle class,south,"other rural (counties having no towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",catholic,no,strong,NA
p00155,2018,452,0.5667233662838883,29,female,white,"mexican, mexican american, chicano/a",bachelor's,"$50,000 to $59,999",2,lower class,west,suburbs of 12 largest smsas,not very strong democrat,liberal,none,no,no religion,only some
p00156,2021,95,0.8758442658306723,55,female,white,not hispanic,bachelor's,"$170,000 or over",4,upper class,midwest,suburbs of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",catholic,no,not available in this year,a great deal
p00157,2021,64,2.0137685309645543,58,male,white,"mexican, mexican american, chicano/a",less than high school,"$22,500 to $24,999",4,middle class,west,central city of 12 largest smsas,strong democrat,liberal,catholic,no,not available in this year,a great deal
p00158,2024,2399,0.823833498891662,54,female,white,not hispanic,graduate,"$150,000 to $169,999",NA,upper class,south,not available in this year,strong republican,conservative,protestant,no,NA,only some
p00159,2024,2719,0.6782020096761305,67,male,white,not hispanic,less than high school,"$35,000 to $39,999",NA,working class,midwest,not available in this year,"independent, close to democrat","moderate, middle of the road",none,no,no religion,a great deal
p00160,2018,233,4.913754588400155,44,male,black or african american,not hispanic,bachelor's,refused,2,middle class,west,central city of the remainder of the 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",catholic,yes,strong,a great deal
p00161,2022,1685,3.775303851567847,23,female,american indian or alaska native,"another hispanic, latino, or spanish origin",less than high school,"$25,000 to $29,999",4,working class,south,central city of the remainder of the 100 largest smsas,"independent (neither, no response)",extremely liberal,none,NA,no religion,a great deal
p00162,2022,3238,1.2703771558465404,59,male,white,not hispanic,high school,"$25,000 to $29,999",NA,lower class,south,"other rural (counties having no towns of 10,000 or more)","independent (neither, no response)",conservative,protestant,yes,NA,NA
p00163,2024,1069,0.41734475715261693,33,male,white,not hispanic,bachelor's,"$40,000 to $49,999",1,middle class,west,not available in this year,"independent, close to democrat","moderate, middle of the road",none,no,NA,NA
p00164,2024,475,3.8321456943679273,34,male,white,not hispanic,associate/junior college,"$40,000 to $49,999",NA,middle class,south,not available in this year,strong democrat,slightly conservative,protestant,NA,not very strong,NA
p00165,2022,1098,3.76385046179498,44,female,white,not hispanic,bachelor's,"$170,000 or over",NA,middle class,midwest,suburbs of 12 largest smsas,strong democrat,slightly liberal,protestant,no,not very strong,only some
p00166,2018,2287,1.300535546365162,34,male,hispanic,"another hispanic, latino, or spanish origin",less than high school,"$40,000 to $49,999",4,working class,south,"other rural (counties having no towns of 10,000 or more)",strong democrat,liberal,catholic,yes,not very strong,NA
p00167,2024,2879,5.007190983417399,30,female,white,"mexican, mexican american, chicano/a",less than high school,"$12,500 to $14,999",NA,middle class,west,not available in this year,"independent (neither, no response)",slightly conservative,catholic,no,not very strong,a great deal
p00168,2024,2660,1.4025678464923323,18,female,white,not hispanic,high school,"$17,500 to $19,999",NA,working class,midwest,not available in this year,not very strong republican,conservative,none,no,NA,NA
p00169,2024,441,1.3107629917670514,66,female,black or african american,not hispanic,bachelor's,"$90,000 to $109,999",NA,working class,south,not available in this year,strong democrat,"moderate, middle of the road",protestant,no,NA,NA
p00170,2018,381,3.131238561946121,72,male,white,not hispanic,high school,"$90,000 to $109,999",3,working class,northeast,suburbs of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",protestant,no,not very strong,only some
p00171,2022,630,0.6710510044942762,28,female,hispanic,"another hispanic, latino, or spanish origin",high school,"$75,000 to $89,999",NA,middle class,northeast,suburbs of 12 largest smsas,not very strong democrat,conservative,catholic,no,not very strong,NA
p00172,2024,1140,0.7763025185518818,61,female,white,not hispanic,graduate,"$130,000 to $149,999",2,middle class,west,not available in this year,"independent, close to democrat",conservative,jewish,no,strong,NA
p00173,2022,1366,1.2995705933236055,30,female,white,"mexican, mexican american, chicano/a",associate/junior college,"$170,000 or over",6,middle class,west,suburbs of the remaining 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",catholic,no,NA,NA
p00174,2024,163,0.6764860014281117,36,male,white,not hispanic,high school,"$170,000 or over",4,middle class,northeast,not available in this year,strong democrat,liberal,none,no,NA,only some
p00175,2018,1114,1.9220632734250191,27,male,white,not hispanic,high school,"$40,000 to $49,999",2,middle class,midwest,suburbs of the remaining 100 largest smsas,"independent, close to republican",slightly conservative,protestant,yes,strong,only some
p00176,2024,2641,1.0628604563862893,37,female,white,not hispanic,graduate,"$90,000 to $109,999",NA,middle class,midwest,not available in this year,"independent (neither, no response)","moderate, middle of the road",protestant,no,NA,only some
p00177,2021,3072,0.599244512260299,64,male,white,not hispanic,bachelor's,"$170,000 or over",2,upper class,south,suburbs of 12 largest smsas,"independent, close to democrat",slightly liberal,none,no,not available in this year,a great deal
p00178,2021,307,0.4713354928283275,57,female,white,not hispanic,high school,"$40,000 to $49,999",1,middle class,midwest,central city of the remainder of the 100 largest smsas,strong democrat,slightly liberal,none,no,not available in this year,a great deal
